,한글이름,영어이름,한글정보,영어정보,한글정보2,영어정보2,한글정보3,영어정보3,아이디,이미지,체력,공격,방어,특수공격,특수방어,스피드,타입
883,어치르돈,Arctovish,화석포켓몬,Fossil Pokémon,주변을 꽁꽁 얼려서 먹이를 잡지만 입이 머리 윗부분에 있어서 먹기 힘들다.,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",어떤 공격에도 상처 입지 않는 얼굴 가죽을 가졌지만 호흡이 자유롭지 않았던 탓에 멸종하였다.,"The skin on its face is impervious to attack, but breathing difficulties made this Pokémon go extinct anyway.",883,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/883.png,90,90,100,80,90,55,water
884,두랄루돈,Duraludon,합금포켓몬,Alloy Pokémon,윤이 나는 금속과도 같은 몸은 가벼우면서도 튼튼하지만 녹슬기 쉽다는 것이 흠이다.,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",금속으로 된 특수한 몸은 가벼워서 몸놀림이 뛰어나다. 비를 싫어해 동굴에 산다.,"The special metal that composes its body is very light, so this Pokémon has considerable agility. It lives in caves because it dislikes the rain.",884,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/884.png,70,95,115,120,50,85,steel
885,드라꼰,Dreepy,원망포켓몬,Lingering Pokémon,고대의 바다에 살았다. 고스트포켓몬으로 되살아나 과거의 보금자리를 떠돌고 있다.,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",1마리로는 아이에게도 질 정도로 힘이 약하지만 동료의 협력으로 단련하고 진화하면 강해진다.,"If this weak Pokémon is by itself, a mere child could defeat it. But if Dreepy has friends to help it train, it can evolve and become much stronger.",885,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/885.png,28,60,30,40,30,82,dragon
886,드래런치,Drakloak,돌보미포켓몬,Caretaker Pokémon,비행 속도는 시속 200km. 드라꼰과 함께 싸우며 무사히 진화할 때까지 돌본다.,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,보살피는 드라꼰을 머리에 태우지 않으면 진정하지 못하고 다른 포켓몬을 태우려고 한다.,"Without a Dreepy to place on its head and care for, it gets so uneasy it’ll try to substitute any Pokémon it finds for the missing Dreepy.",886,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/886.png,68,80,50,60,50,102,dragon
887,드래펄트,Dragapult,스텔스포켓몬,Stealth Pokémon,뿔에 있는 구멍에 드라꼰을 넣고 지낸다. 싸움이 시작되면 마하의 스피드로 드라꼰을 날린다.,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",뿔에 들어간 드라꼰은 마하의 속도로 날려지기를 기대하고 있는 것 같다.,Apparently the Dreepy inside Dragapult’s horns eagerly look forward to being launched out at Mach speeds.,887,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/887.png,88,120,75,100,75,142,dragon
888,자시안,Zacian,강자포켓몬,Warrior Pokémon,전설의 영웅이라고 불리는 포켓몬. 금속을 흡수한 뒤 무기로 변화시켜서 싸운다.,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",오랜 세월 잠들어 있던 자마젠타의 형제자매 또는 라이벌로 불리는 포켓몬이다.,This Pokémon has slumbered for many years. Some say it’s Zamazenta’s elder sister—others say the two Pokémon are rivals.,888,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/888.png,92,120,115,80,115,138,fairy
889,자마젠타,Zamazenta,강자포켓몬,Warrior Pokémon,인간의 왕과 힘을 합쳐 가라르를 구한 포켓몬. 금속을 흡수해서 싸운다.,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",석상 같은 모습으로 잊혀질 정도의 세월 동안 잠들어 있던 포켓몬이다.,"This Pokémon slept for aeons while in the form of a statue. It was asleep for so long, people forgot that it ever existed.",889,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/889.png,92,120,115,80,115,138,fighting
890,무한다이노,Eternatus,거대포켓몬,Gigantic Pokémon,가슴의 코어가 가라르지방의 대지에서 솟아나는 에너지를 흡수해서 활동한다.,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,2만 년 전에 떨어진 운석 안에 있었다. 다이맥스의 수수께끼와 관련이 있는 듯하다.,"It was inside a meteorite that fell 20,000 years ago. There seems to be a connection between this Pokémon and the Dynamax phenomenon.",890,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/890.png,140,85,95,145,95,130,poison
891,치고마,Kubfu,권법포켓몬,Wushu Pokémon,혹독한 수련을 거듭하며 기술을 갈고닦는다. 체득한 기술에 따라 진화했을 때의 모습이 달라진다.,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,머리의 하얗고 긴 털을 잡아당기면 기세가 고조되어 단전에서 파워가 끓어오른다.,"If Kubfu pulls the long white hair on its head, its fighting spirit heightens and power wells up from the depths of its belly.",891,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/891.png,60,90,60,53,50,72,fighting
892,우라오스,Urshifu,권법포켓몬,Wushu Pokémon,일격필살이 신조다. 상대의 품으로 파고들어 단련된 주먹을 질러 넣는다.,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,먼 지방의 산악지대에 산다. 낭떠러지 절벽을 달리며 하체를 단련하고 기술을 연마한다.,"Inhabiting the mountains of a distant region, this Pokémon races across sheer cliffs, training its legs and refining its moves.",892,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/892.png,100,130,100,63,60,97,fighting
893,자루도,Zarude,나쁜원숭이포켓몬,Rogue Monkey Pokémon,무리 지어 밀림에 산다. 매우 공격적이라 숲에 사는 포켓몬들에게는 두려움의 대상이다.,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",몸에 난 덩굴이 끊어지면 토양에 영양분이 되어 숲의 식물들을 성장시킨다.,"Once the vines on Zarude’s body tear off, they become nutrients in the soil. This helps the plants of the forest grow.",893,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/893.png,105,120,105,70,95,105,dark
894,레지에레키,Regieleki,일렉트론포켓몬,Electron Pokémon,전기 에너지 덩어리다. 몸에 있는 링을 해제하면 숨겨진 힘이 해방된다고 한다.,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,온몸이 전기 에너지를 만드는 기관이다. 가라르 전 지역에서 사용하는 양의 전기를 만들어 낼 수 있다.,Its entire body is made up of a single organ that generates electrical energy. Regieleki is capable of creating all Galar’s electricity.,894,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/894.png,80,100,50,100,50,200,electric
895,레지드래고,Regidrago,용옥포켓몬,Dragon Orb Pokémon,팔의 형태가 고대 드래곤포켓몬의 머리라는 학설도 있지만 증명된 바는 없다.,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,온몸이 드래곤 에너지의 결정체다. 모든 드래곤포켓몬의 힘을 가지고 있는 듯하다.,Its body is composed of crystallized dragon energy. Regidrago is said to have the powers of every dragon Pokémon.,895,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/895.png,200,100,50,100,50,80,dragon
896,블리자포스,Glastrier,사나운말포켓몬,Wild Horse Pokémon,발굽에서 강력한 냉기를 발산한다. 원하는 것은 무엇이든 힘으로 빼앗는 폭군.,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",굉장한 괴력을 가졌다. 얼굴을 덮는 얼음 마스크는 다이아몬드보다 100배 단단하다.,"Glastrier has tremendous physical strength, and the mask of ice covering its face is 100 times harder than diamond.",896,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/896.png,100,145,130,65,110,30,ice
897,레이스포스,Spectrier,빠른말포켓몬,Swift Horse Pokémon,시각 이외의 오감을 사용해서 동태를 살핀다. 발에 차인 자는 영혼이 빠져나가 버린다고 한다.,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,어두운 밤을 달리며 잠든 자의 생명 에너지를 흡수한다. 고독과 정적을 좋아한다.,"As it dashes through the night, Spectrier absorbs the life-force of sleeping creatures. It craves silence and solitude.",897,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/897.png,100,65,60,145,80,130,ghost
898,버드렉스,Calyrex,킹포켓몬,King Pokémon,치유와 은총의 힘을 가진 자애로운 포켓몬. 먼 옛날 가라르에 군림했었다.,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",먼 옛날 가라르를 지배했던 전설의 왕. 마음을 치유하고 초목을 싹 트게 하는 능력이 있다.,Calyrex is known in legend as a king that ruled over Galar in ancient times. It has the power to cause hearts to mend and plants to spring forth.,898,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/898.png,100,80,80,80,80,80,psychic
899,신비록,Wyrdeer,null,Big Horn Pokémon,null,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,null,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,899,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/899.png,103,105,72,105,75,65,normal
900,사마자르,Kleavor,null,Axe Pokémon,null,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",null,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",900,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/900.png,70,135,95,45,70,85,bug
901,다투곰,Ursaluna,null,Peat Pokémon,null,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,null,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,901,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/901.png,130,140,105,45,80,50,ground
902,대쓰여너,Basculegion,null,Big Fish Pokémon,null,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,null,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,902,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/902.png,120,112,65,80,75,78,water
903,포푸니크,Sneasler,null,Free Climb Pokémon,null,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",null,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",903,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/903.png,80,130,60,40,80,120,fighting
904,장침바루,Overqwil,null,Pin Cluster Pokémon,null,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,null,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,904,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/904.png,85,115,95,65,65,85,dark
905,러브로스,Enamorus,null,Love-Hate Pokémon,null,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",null,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",905,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/905.png,74,115,70,135,80,106,fairy
906,나오하,Sprigatito,null,Grass Cat Pokémon,null,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,null,The sweet scent its body gives off mesmerizes those around it. The scent grows stronger when this Pokémon is in the sun.,906,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/906.png,40,61,54,45,45,65,grass
907,나로테,Floragato,null,Grass Cat Pokémon,null,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",null,"The hardness of Floragato’s fur depends on the Pokémon’s mood. When Floragato is prepared to battle, its fur becomes pointed and needle sharp.",907,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/907.png,61,80,63,60,63,83,grass
908,마스카나,Meowscarada,null,Magician Pokémon,null,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",null,"With skillful misdirection, it rigs foes with pollen-packed flower bombs. Meowscarada sets off the bombs before its foes realize what’s going on.",908,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/908.png,76,110,70,81,70,123,grass
909,뜨아거,Fuecoco,null,Fire Croc Pokémon,null,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,null,"Its flame sac is small, so energy is always leaking out. This energy is released from the dent atop Fuecoco’s head and flickers to and fro.",909,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/909.png,67,45,59,63,40,36,fire
910,악뜨거,Crocalor,null,Fire Croc Pokémon,null,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,null,The valve in Crocalor’s flame sac is closely connected to its vocal cords. This Pokémon utters a guttural cry as it spews flames every which way.,910,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/910.png,81,55,78,90,58,49,fire
911,라우드본,Skeledirge,null,Singer Pokémon,null,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,null,"Skeledirge’s gentle singing soothes the souls of all that hear it. It burns its enemies to a crisp with flames of over 5,400 degrees Fahrenheit.",911,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/911.png,104,75,100,110,75,66,fire
912,꾸왁스,Quaxly,null,Duckling Pokémon,null,"This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.""",null,Its strong legs let it easily swim around in even fast-flowing rivers. It likes to keep things tidy and is prone to overthinking things.,912,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/912.png,55,65,45,50,45,50,water
913,아꾸왁,Quaxwell,null,Practicing Pokémon,null,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",null,The hardworking Quaxwell observes people and Pokémon from various regions and incorporates their movements into its own dance routines.,913,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/913.png,70,85,65,65,60,65,water
914,웨이니발,Quaquaval,null,Dancer Pokémon,null,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,null,"Dancing in ways that evoke far-away places, this Pokémon mesmerizes all that see it. Flourishes of its decorative water feathers slice into its foes.",914,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/914.png,85,120,80,85,75,85,water
915,맛보돈,Lechonk,null,Hog Pokémon,null,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,null,This Pokémon spurns all but the finest of foods. Its body gives off an herblike scent that bug Pokémon detest.,915,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/915.png,54,45,40,35,45,35,normal
916,퍼퓨돈,Oinkologne,null,Hog Pokémon,null,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",null,"It entrances female Pokémon with the sweet, alluring scent that wafts from all over its body.",916,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/916.png,110,100,75,59,80,65,normal
917,타랜툴라,Tarountula,null,String Ball Pokémon,null,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",null,The thread it secretes from its rear is as strong as wire. The secret behind the thread’s strength is the topic of ongoing research.,917,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/917.png,35,41,45,29,40,20,bug
918,트래피더,Spidops,null,Trap Pokémon,null,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,null,"Spidops covers its territory in tough, sticky threads to set up traps for intruders.",918,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/918.png,60,79,92,52,86,35,bug
919,콩알뚜기,Nymble,null,Grasshopper Pokémon,null,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",null,It’s highly skilled at a fighting style in which it uses its jumping capabilities to dodge incoming attacks while also dealing damage to opponents.,919,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/919.png,33,46,40,21,25,45,bug
920,엑스레그,Lokix,null,Grasshopper Pokémon,null,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",null,"It uses its normally folded third set of legs when in Showdown Mode. This places a huge burden on its body, so it can’t stay in this mode for long.",920,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/920.png,71,102,78,52,55,92,bug
921,빠모,Pawmi,null,Mouse Pokémon,null,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,null,The pads of its paws are electricity-discharging organs. Pawmi fires electricity from its forepaws while standing unsteadily on its hind legs.,921,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/921.png,45,50,20,40,25,60,electric
922,빠모트,Pawmo,null,Mouse Pokémon,null,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",null,Pawmo uses a unique fighting technique in which it uses its forepaws to strike foes and zap them with electricity from its paw pads simultaneously.,922,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/922.png,60,75,40,50,40,85,electric
923,빠르모트,Pawmot,null,Hands-On Pokémon,null,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",null,Pawmot’s fluffy fur acts as a battery. It can store the same amount of electricity as an electric car.,923,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/923.png,70,115,70,70,60,105,electric
924,두리쥐,Tandemaus,null,Couple Pokémon,null,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",null,The pair sticks together no matter what. They split any food they find exactly in half and then eat it together.,924,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/924.png,50,50,45,40,45,75,normal
925,파밀리쥐,Maushold,null,Family Pokémon,null,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",null,"The larger pair protects the little ones during battles. When facing strong opponents, the whole group will join the fight.",925,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/925.png,74,75,70,65,75,111,normal
926,쫀도기,Fidough,null,Puppy Pokémon,null,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,null,"The yeast in Fidough’s breath is useful for cooking, so this Pokémon has been protected by people since long ago.",926,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/926.png,37,55,70,30,55,65,fairy
927,바우첼,Dachsbun,null,Dog Pokémon,null,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",null,"The surface of this Pokémon’s skin hardens when exposed to intense heat, and its body has an appetizing aroma.",927,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/927.png,57,80,115,50,80,95,fairy
928,미니브,Smoliv,null,Olive Pokémon,null,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,null,"This Pokémon converts nutrients into oil, which it stores in the fruit on its head. It can easily go a whole week without eating or drinking.",928,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/928.png,41,35,45,58,51,30,grass
929,올리뇨,Dolliv,null,Olive Pokémon,null,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",null,"It basks in the sun to its heart’s content until the fruits on its head ripen. After that, Dolliv departs from human settlements and goes on a journey.",929,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/929.png,52,53,60,78,78,33,grass
930,올리르바,Arboliva,null,Olive Pokémon,null,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",null,"This Pokémon drives back enemies by launching its rich, aromatic oil at them with enough force to smash a boulder.",930,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/930.png,78,69,90,125,109,39,grass
931,시비꼬,Squawkabilly,null,Parrot Pokémon,null,"These Pokémon prefer to live in cities. They form flocks based on the color of their feathers, and they fight over territory.",null,"Green-feathered flocks hold the most sway. When they’re out searching for food in the mornings and evenings, it gets very noisy.",931,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/931.png,82,96,51,45,51,92,normal
932,베베솔트,Nacli,null,Rock Salt Pokémon,null,"It was born in a layer of rock salt deep under the earth. This species was particularly treasured in the old days, as they would share precious salt.",null,"The ground scrapes its body as it travels, causing it to leave salt behind. Salt is constantly being created and replenished inside Nacli’s body.",932,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/932.png,55,55,75,35,35,25,rock
933,스태솔트,Naclstack,null,Rock Salt Pokémon,null,This Pokémon dry cures its prey by spraying salt over them. The curing process steals away the water in the prey’s body.,null,It compresses rock salt inside its body and shoots out hardened salt pellets with enough force to perforate an iron sheet.,933,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/933.png,60,60,100,35,65,35,rock
934,콜로솔트,Garganacl,null,Rock Salt Pokémon,null,Garganacl will rub its fingertips together and sprinkle injured Pokémon with salt. Even severe wounds will promptly heal afterward.,null,"Many Pokémon gather around Garganacl, hoping to lick at its mineral-rich salt.",934,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/934.png,100,100,130,45,90,35,rock
935,카르본,Charcadet,null,Fire Child Pokémon,null,"Burnt charcoal came to life and became a Pokémon. Possessing a fiery fighting spirit, Charcadet will battle even tough opponents.",null,"Its firepower increases when it fights, reaching over 1,800 degrees Fahrenheit. It likes berries that are rich in fat.",935,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/935.png,40,50,40,50,40,35,fire
936,카디나르마,Armarouge,null,Fire Warrior Pokémon,null,Armarouge evolved through the use of a set of armor that belonged to a distinguished warrior. This Pokémon is incredibly loyal.,null,"This Pokémon clads itself in armor that has been fortified by psychic and fire energy, and it shoots blazing fireballs.",936,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/936.png,85,60,100,125,80,75,fire
937,파라블레이즈,Ceruledge,null,Fire Blades Pokémon,null,The fiery blades on its arms burn fiercely with the lingering resentment of a sword wielder who fell before accomplishing their goal.,null,An old set of armor steeped in grudges caused this Pokémon’s evolution. Ceruledge cuts its enemies to pieces without mercy.,937,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/937.png,75,125,80,60,100,85,fire
938,빈나두,Tadbulb,null,EleTadpole Pokémon,null,"Tadbulb shakes its tail to generate electricity. If it senses danger, it will make its head blink on and off to alert its allies.",null,"It floats using the electricity stored in its body. When thunderclouds are around, Tadbulb will float higher off the ground.",938,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/938.png,61,31,41,59,35,45,electric
939,찌리배리,Bellibolt,null,EleFrog Pokémon,null,"When this Pokémon expands and contracts its wobbly body, the belly-button dynamo in its stomach produces a huge amount of electricity.",null,What appear to be eyeballs are actually organs for discharging the electricity generated by Bellibolt’s belly-button dynamo.,939,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/939.png,109,64,91,103,83,45,electric
940,찌리비,Wattrel,null,Storm Petrel Pokémon,null,"When its wings catch the wind, the bones within produce electricity. This Pokémon dives into the ocean, catching prey by electrocuting them.",null,"These Pokémon make their nests on coastal cliffs. The nests have a strange, crackling texture, and they’re a popular delicacy.",940,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/940.png,40,40,35,55,40,70,electric
941,찌리비크,Kilowattrel,null,Frigatebird Pokémon,null,"Kilowattrel inflates its throat sac to amplify its electricity. By riding the wind, this Pokémon can fly over 430 miles in a day.",null,"It uses its throat sac to store electricity generated by its wings. There’s hardly any oil in its feathers, so it is a poor swimmer.",941,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/941.png,70,70,60,105,60,125,electric
942,오라티프,Maschiff,null,Rascal Pokémon,null,"It always scowls in an attempt to make opponents take it seriously, but even crying children will burst into laughter when they see Maschiff’s face.",null,"Its well-developed jaw and fangs are strong enough to crunch through boulders, and its thick fat makes for an excellent defense.",942,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/942.png,60,78,60,40,51,51,dark
943,마피티프,Mabosstiff,null,Boss Pokémon,null,This Pokémon can store energy in its large dewlap. Mabosstiff unleashes this energy all at once to blow away enemies.,null,"Mabosstiff loves playing with children. Though usually gentle, it takes on an intimidating look when protecting its family.",943,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/943.png,80,120,90,60,70,85,dark
944,땃쭈르,Shroodle,null,Toxic Mouse Pokémon,null,"Though usually a mellow Pokémon, it will sink its sharp, poison-soaked front teeth into any that anger it, causing paralysis in the object of its ire.",null,"To keep enemies away from its territory, it paints markings around its nest using a poisonous liquid that has an acrid odor.",944,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/944.png,40,65,35,40,35,75,poison
945,태깅구르,Grafaiai,null,Toxic Monkey Pokémon,null,The color of the poisonous saliva depends on what the Pokémon eats. Grafaiai covers its fingers in its saliva and draws patterns on trees in forests.,null,"Each Grafaiai paints its own individual pattern, and it will paint that same pattern over and over again throughout its life.",945,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/945.png,63,95,65,80,72,110,poison
946,그푸리,Bramblin,null,Tumbleweed Pokémon,null,A soul unable to move on to the afterlife was blown around by the wind until it got tangled up with dried grass and became a Pokémon.,null,"Not even Bramblin knows where it is headed as it tumbles across the wilderness, blown by the wind. It loathes getting wet.",946,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/946.png,40,65,30,45,35,60,grass
947,공푸리,Brambleghast,null,Tumbleweed Pokémon,null,"It will open the branches of its head to envelop its prey. Once it absorbs all the life energy it needs, it expels the prey and discards it.",null,"Brambleghast wanders around arid regions. On rare occasions, mass outbreaks of these Pokémon will bury an entire town.",947,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/947.png,55,115,70,80,70,90,grass
948,들눈해,Toedscool,null,Woodear Pokémon,null,Toedscool lives in muggy forests. The flaps that fall from its body are chewy and very delicious.,null,"Though it looks like Tentacool, Toedscool is a completely different species. Its legs may be thin, but it can run at a speed of 30 mph.",948,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/948.png,40,40,35,50,100,70,ground
949,육파리,Toedscruel,null,Woodear Pokémon,null,These Pokémon gather into groups and form colonies deep within forests. They absolutely hate it when strangers approach.,null,"It coils its 10 tentacles around prey and sucks out their nutrients, causing the prey pain. The folds along the rim of its head are a popular delicacy.",949,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/949.png,80,70,65,80,120,100,ground
